No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,winds,Is,Ir
41384,2014,9,21,7,72,14,19,1017,0.89,0,0
41385,2014,9,21,8,59,14,19,1018,1.79,0,0
41386,2014,9,21,9,63,14,20,1018,0.89,0,0
41387,2014,9,21,10,64,14,21,1019,1.78,0,0
41388,2014,9,21,11,52,12,22,1018,1.79,0,0
41389,2014,9,21,12,67,14,23,1018,3.58,0,0
41390,2014,9,21,13,78,14,24,1017,5.37,0,0
41391,2014,9,21,14,89,16,24,1017,7.16,0,0
41392,2014,9,21,15,88,17,25,1016,8.95,0,0
41393,2014,9,21,16,96,16,25,1016,12.08,0,0
41394,2014,9,21,17,100,16,24,1016,15.21,0,0
41395,2014,9,21,18,93,17,23,1016,18.34,0,0
41396,2014,9,21,19,85,17,21,1017,20.13,0,0
41397,2014,9,21,20,88,17,20,1018,21.92,0,0
41398,2014,9,21,21,82,18,21,1018,25.05,0,0
41399,2014,9,21,22,80,17,21,1018,28.18,0,0
41400,2014,9,21,23,59,17,21,1019,29.97,0,0
41401,2014,9,22,0,75,16,21,1019,33.1,0,0
41402,2014,9,22,1,77,17,20,1019,0.89,0,0
41403,2014,9,22,2,70,17,20,1019,1.78,0,0
41404,2014,9,22,3,80,17,20,1019,1.79,0,0
41405,2014,9,22,4,81,16,20,1019,3.58,0,0
41406,2014,9,22,5,79,16,20,1018,5.37,0,0
41407,2014,9,22,6,89,16,20,1019,0.89,0,0
41408,2014,9,22,7,106,16,20,1019,1.78,0,0
41409,2014,9,22,8,112,16,20,1019,2.67,0,0
41410,2014,9,22,9,118,17,20,1020,1.79,0,0
41411,2014,9,22,10,120,17,21,1020,1.79,0,0
41412,2014,9,22,11,119,17,21,1019,3.58,0,0
41413,2014,9,22,12,127,17,21,1019,5.37,0,0
41414,2014,9,22,13,128,17,21,1018,7.16,0,0
41415,2014,9,22,14,135,17,21,1017,8.95,0,0
41416,2014,9,22,15,133,17,21,1017,10.74,0,0
41417,2014,9,22,16,124,17,21,1016,11.63,0,0
41418,2014,9,22,17,112,18,20,1017,1.79,0,1
41419,2014,9,22,18,107,18,20,1017,3.58,0,0
41420,2014,9,22,19,109,18,20,1018,1.79,0,1
41421,2014,9,22,20,108,18,19,1018,4.02,0,2
41422,2014,9,22,21,119,18,19,1018,7.15,0,3
41423,2014,9,22,22,117,18,19,1018,10.28,0,0
41424,2014,9,22,23,120,18,19,1018,0.89,0,1
41425,2014,9,23,0,123,18,19,1018,1.79,0,2
41426,2014,9,23,1,114,18,19,1018,3.58,0,3
41427,2014,9,23,2,109,18,19,1018,0.89,0,4
41428,2014,9,23,3,96,18,19,1017,4.02,0,5
41429,2014,9,23,4,102,18,19,1017,7.15,0,6
41430,2014,9,23,5,95,18,18,1017,8.94,0,7
41431,2014,9,23,6,81,18,18,1018,10.73,0,8
41432,2014,9,23,7,73,18,18,1018,12.52,0,9
41433,2014,9,23,8,63,17,18,1018,15.65,0,10
41434,2014,9,23,9,45,16,18,1019,18.78,0,11
41435,2014,9,23,10,51,17,18,1019,21.91,0,12
41436,2014,9,23,11,40,16,18,1018,4.02,0,13
41437,2014,9,23,12,36,16,18,1018,4.02,0,14
41438,2014,9,23,13,34,16,18,1018,3.13,0,15
41439,2014,9,23,14,24,16,18,1017,0.89,0,16
41440,2014,9,23,15,27,17,18,1017,1.78,0,17
41441,2014,9,23,16,NA,17,18,1016,2.23,0,18
41442,2014,9,23,17,38,17,18,1016,1.79,0,19
41443,2014,9,23,18,42,17,18,1016,0.89,0,20
41444,2014,9,23,19,NA,18,18,1016,1.78,0,21
41445,2014,9,23,20,56,17,17,1016,1.79,0,22
41446,2014,9,23,21,75,17,17,1017,2.68,0,23
41447,2014,9,23,22,68,16,17,1016,4.47,0,0
41448,2014,9,23,23,88,16,17,1017,1.79,0,1
41449,2014,9,24,0,50,16,17,1017,0.89,0,2
41450,2014,9,24,1,38,16,17,1017,1.79,0,3
41451,2014,9,24,2,38,16,17,1017,3.58,0,4
41452,2014,9,24,3,46,16,17,1016,5.37,0,5
41453,2014,9,24,4,35,16,16,1016,7.16,0,6
41454,2014,9,24,5,20,16,17,1016,0.89,0,0
41455,2014,9,24,6,9,16,17,1016,0.89,0,0
41456,2014,9,24,7,11,17,17,1017,1.79,0,0
41457,2014,9,24,8,17,16,17,1017,4.92,0,0
41458,2014,9,24,9,22,16,20,1018,8.05,0,0
41459,2014,9,24,10,13,17,22,1018,1.79,0,0
41460,2014,9,24,11,17,16,22,1017,1.79,0,0
41461,2014,9,24,12,14,15,24,1016,1.79,0,0
41462,2014,9,24,13,16,14,24,1016,2.68,0,0
41463,2014,9,24,14,14,14,25,1015,3.57,0,0
41464,2014,9,24,15,11,14,25,1014,1.79,0,0
41465,2014,9,24,16,10,13,26,1014,1.79,0,0
41466,2014,9,24,17,10,15,24,1014,4.02,0,0
41467,2014,9,24,18,31,15,22,1015,8.04,0,0
41468,2014,9,24,19,39,16,21,1015,11.17,0,0
41469,2014,9,24,20,56,16,20,1016,12.96,0,0
41470,2014,9,24,21,61,16,19,1016,14.75,0,0
41471,2014,9,24,22,64,16,17,1017,15.64,0,0
41472,2014,9,24,23,101,16,17,1017,0.89,0,0
41473,2014,9,25,0,111,15,17,1017,1.79,0,0
41474,2014,9,25,1,82,16,17,1017,3.58,0,0
41475,2014,9,25,2,84,15,16,1017,4.47,0,0
41476,2014,9,25,3,89,15,15,1017,0.89,0,0
41477,2014,9,25,4,91,15,15,1017,1.34,0,0
41478,2014,9,25,5,81,14,14,1017,0.89,0,0
41479,2014,9,25,6,103,15,16,1017,0.45,0,0
41480,2014,9,25,7,99,16,16,1018,1.34,0,0
41481,2014,9,25,8,105,17,17,1018,0.89,0,0
41482,2014,9,25,9,121,17,18,1019,2.68,0,0
41483,2014,9,25,10,139,17,19,1019,0.89,0,0
41484,2014,9,25,11,141,17,20,1018,1.79,0,0
41485,2014,9,25,12,148,17,20,1018,3.58,0,0
41486,2014,9,25,13,168,17,21,1017,6.71,0,0
41487,2014,9,25,14,157,17,21,1016,9.84,0,0
41488,2014,9,25,15,159,17,22,1016,1.79,0,0
41489,2014,9,25,16,151,17,21,1015,1.79,0,0
41490,2014,9,25,17,137,17,21,1014,3.58,0,0
41491,2014,9,25,18,128,18,20,1014,4.47,0,0
41492,2014,9,25,19,144,17,20,1014,6.26,0,0
41493,2014,9,25,20,147,17,19,1014,0.89,0,0
41494,2014,9,25,21,157,17,19,1014,1.79,0,0
41495,2014,9,25,22,145,17,19,1014,4.92,0,0
41496,2014,9,25,23,74,16,19,1014,8.05,0,0
41497,2014,9,26,0,60,16,19,1014,9.84,0,0
41498,2014,9,26,1,75,16,18,1014,11.63,0,0
41499,2014,9,26,2,86,16,18,1013,15.65,0,0
41500,2014,9,26,3,87,16,18,1013,0.89,0,0
41501,2014,9,26,4,99,16,18,1013,1.79,0,0
41502,2014,9,26,5,96,16,17,1012,3.58,0,0
41503,2014,9,26,6,107,16,17,1011,7.6,0,0
41504,2014,9,26,7,111,16,17,1012,9.39,0,0
41505,2014,9,26,8,120,16,18,1012,12.52,0,0
41506,2014,9,26,9,121,16,19,1012,14.31,0,0
41507,2014,9,26,10,126,16,19,1012,16.1,0,0
41508,2014,9,26,11,130,16,20,1011,19.23,0,0
41509,2014,9,26,12,123,16,21,1010,21.02,0,0
41510,2014,9,26,13,129,16,22,1009,24.15,0,0
41511,2014,9,26,14,146,17,23,1008,1.79,0,0
41512,2014,9,26,15,155,17,22,1009,2.68,0,1
41513,2014,9,26,16,193,17,20,1009,3.13,0,0
41514,2014,9,26,17,194,18,20,1009,0.89,0,0
41515,2014,9,26,18,203,17,19,1010,4.02,0,0
41516,2014,9,26,19,217,17,18,1011,7.15,0,0
41517,2014,9,26,20,219,17,19,1011,8.94,0,0
41518,2014,9,26,21,196,17,17,1012,0.89,0,0
41519,2014,9,26,22,166,17,18,1012,1.79,0,0
41520,2014,9,26,23,149,16,17,1012,4.92,0,0
41521,2014,9,27,0,119,15,16,1013,1.79,0,0
41522,2014,9,27,1,132,14,15,1013,3.58,0,0
41523,2014,9,27,2,61,14,14,1014,3.13,0,0
41524,2014,9,27,3,9,13,14,1014,4.92,0,0
41525,2014,9,27,4,9,12,13,1015,0.89,0,0
41526,2014,9,27,5,42,11,13,1016,1.79,0,0
41527,2014,9,27,6,43,11,12,1016,4.92,0,0
41528,2014,9,27,7,51,12,14,1017,6.71,0,0
41529,2014,9,27,8,28,12,18,1018,8.5,0,0
41530,2014,9,27,9,26,10,20,1018,3.13,0,0
41531,2014,9,27,10,14,9,21,1019,7.15,0,0
41532,2014,9,27,11,15,9,22,1018,10.28,0,0
41533,2014,9,27,12,10,9,23,1017,1.79,0,0
41534,2014,9,27,13,6,8,25,1016,3.58,0,0
41535,2014,9,27,14,10,7,25,1015,1.79,0,0
41536,2014,9,27,15,10,7,25,1015,0.89,0,0
41537,2014,9,27,16,17,8,25,1015,1.79,0,0
41538,2014,9,27,17,16,8,24,1015,3.58,0,0
41539,2014,9,27,18,22,13,20,1015,0.89,0,0
41540,2014,9,27,19,32,13,18,1016,1.78,0,0
41541,2014,9,27,20,54,13,17,1016,2.23,0,0
41542,2014,9,27,21,52,13,17,1016,0.89,0,0
41543,2014,9,27,22,59,14,16,1017,2.68,0,0
41544,2014,9,27,23,59,13,16,1017,3.57,0,0
41545,2014,9,28,0,77,13,16,1017,0.89,0,0
41546,2014,9,28,1,83,13,15,1018,1.78,0,0
41547,2014,9,28,2,83,12,15,1017,0.89,0,0
41548,2014,9,28,3,66,11,15,1017,1.78,0,0
41549,2014,9,28,4,59,12,14,1017,0.89,0,0
41550,2014,9,28,5,49,12,14,1017,1.78,0,0
41551,2014,9,28,6,58,12,14,1017,0.89,0,0
41552,2014,9,28,7,61,12,15,1018,1.78,0,0
41553,2014,9,28,8,63,12,16,1018,0.89,0,0
41554,2014,9,28,9,71,13,18,1018,0.89,0,0
41555,2014,9,28,10,82,14,20,1018,1.78,0,0
41556,2014,9,28,11,87,14,20,1018,1.79,0,0
41557,2014,9,28,12,98,15,21,1017,3.58,0,0
41558,2014,9,28,13,101,16,22,1016,5.37,0,0
41559,2014,9,28,14,69,15,22,1015,8.5,0,0
41560,2014,9,28,15,62,14,23,1014,12.52,0,0
41561,2014,9,28,16,45,15,22,1014,15.65,0,0
41562,2014,9,28,17,53,15,21,1014,18.78,0,0
41563,2014,9,28,18,46,15,20,1015,20.57,0,0
41564,2014,9,28,19,57,15,20,1014,22.36,0,0
41565,2014,9,28,20,53,16,18,1015,23.25,0,0
41566,2014,9,28,21,51,17,18,1015,0.89,0,0
41567,2014,9,28,22,58,16,17,1014,1.78,0,0
41568,2014,9,28,23,75,16,16,1014,2.67,0,0
41569,2014,9,29,0,75,15,15,1014,1.79,0,0
41570,2014,9,29,1,79,15,15,1014,2.68,0,0
41571,2014,9,29,2,97,15,15,1014,0.89,0,0
41572,2014,9,29,3,105,13,14,1013,1.78,0,0
41573,2014,9,29,4,105,14,14,1013,2.67,0,0
41574,2014,9,29,5,107,14,14,1014,0.89,0,0
41575,2014,9,29,6,103,14,14,1015,0.89,0,0
41576,2014,9,29,7,102,15,15,1016,1.79,0,0
41577,2014,9,29,8,97,15,18,1016,1.79,0,0
41578,2014,9,29,9,99,15,20,1018,3.13,0,0
41579,2014,9,29,10,85,10,23,1018,7.15,0,0
41580,2014,9,29,11,77,9,24,1019,14.3,0,0
41581,2014,9,29,12,17,7,23,1019,21.45,0,0
41582,2014,9,29,13,13,6,23,1019,27.26,0,0
41583,2014,9,29,14,10,6,23,1020,32.18,0,0
41584,2014,9,29,15,10,4,23,1020,4.02,0,0
41585,2014,9,29,16,12,3,22,1020,4.92,0,0
41586,2014,9,29,17,13,1,20,1021,8.05,0,0
41587,2014,9,29,18,12,0,19,1022,12.07,0,0
41588,2014,9,29,19,12,0,17,1024,3.13,0,0
41589,2014,9,29,20,14,6,15,1025,4.92,0,0
41590,2014,9,29,21,21,5,14,1026,8.05,0,0
41591,2014,9,29,22,17,4,14,1027,12.97,0,0
41592,2014,9,29,23,23,2,13,1028,16.1,0,0
41593,2014,9,30,0,26,4,12,1028,17.89,0,0
41594,2014,9,30,1,20,3,12,1029,19.68,0,0
41595,2014,9,30,2,24,4,12,1029,22.81,0,0
41596,2014,9,30,3,22,3,11,1029,24.6,0,0
41597,2014,9,30,4,17,2,11,1029,26.39,0,0
41598,2014,9,30,5,17,2,11,1029,28.18,0,0
41599,2014,9,30,6,20,2,11,1029,29.97,0,0
41600,2014,9,30,7,13,1,11,1029,33.1,0,0
41601,2014,9,30,8,18,2,11,1029,0.89,0,0
41602,2014,9,30,9,15,2,12,1029,1.78,0,0
41603,2014,9,30,10,17,1,12,1029,2.67,0,0
41604,2014,9,30,11,23,1,13,1028,1.79,0,0
41605,2014,9,30,12,22,0,14,1027,3.58,0,0
41606,2014,9,30,13,16,0,15,1026,1.79,0,0
41607,2014,9,30,14,22,0,16,1025,3.13,0,0
41608,2014,9,30,15,21,0,15,1024,1.79,0,0
41609,2014,9,30,16,23,0,15,1023,3.13,0,0
41610,2014,9,30,17,20,1,15,1023,4.92,0,0
41611,2014,9,30,18,26,3,13,1022,6.71,0,0
41612,2014,9,30,19,31,3,13,1022,9.84,0,0
41613,2014,9,30,20,44,5,11,1022,10.73,0,0
41614,2014,9,30,21,53,5,10,1022,0.89,0,0
41615,2014,9,30,22,57,6,11,1022,1.78,0,0
41616,2014,9,30,23,60,5,12,1021,1.79,0,0
41617,2014,10,1,0,78,6,11,1021,3.58,0,0
41618,2014,10,1,1,85,6,11,1020,0.89,0,0
41619,2014,10,1,2,83,6,11,1019,1.79,0,0
41620,2014,10,1,3,89,6,11,1018,1.79,0,0
41621,2014,10,1,4,80,7,11,1018,2.68,0,0
41622,2014,10,1,5,80,7,11,1018,0.89,0,0
41623,2014,10,1,6,69,8,12,1018,1.78,0,0
41624,2014,10,1,7,58,7,12,1018,2.67,0,0
41625,2014,10,1,8,62,8,12,1017,3.56,0,0
41626,2014,10,1,9,73,9,13,1017,4.45,0,0
41627,2014,10,1,10,77,8,14,1017,1.79,0,0
41628,2014,10,1,11,90,9,15,1017,3.13,0,0
41629,2014,10,1,12,91,8,14,1016,1.79,0,0
41630,2014,10,1,13,96,9,13,1015,4.92,0,1
41631,2014,10,1,14,71,10,11,1015,8.05,0,2
41632,2014,10,1,15,77,10,11,1015,9.84,0,3
41633,2014,10,1,16,76,10,11,1014,12.97,0,4
41634,2014,10,1,17,100,10,11,1014,16.1,0,5
41635,2014,10,1,18,100,10,11,1014,17.89,0,6
41636,2014,10,1,19,97,11,11,1014,0.89,0,7
41637,2014,10,1,20,93,10,11,1015,3.13,0,8
41638,2014,10,1,21,88,11,11,1015,4.92,0,9
41639,2014,10,1,22,82,10,11,1015,0.89,0,10
41640,2014,10,1,23,86,11,11,1014,1.79,0,11
41641,2014,10,2,0,82,11,11,1014,4.92,0,0
41642,2014,10,2,1,69,10,11,1013,6.71,0,0
41643,2014,10,2,2,66,9,10,1013,8.5,0,0
41644,2014,10,2,3,59,10,11,1013,11.63,0,0
41645,2014,10,2,4,62,10,10,1012,13.42,0,0
41646,2014,10,2,5,73,10,10,1012,15.21,0,0
41647,2014,10,2,6,80,9,9,1013,17,0,0
41648,2014,10,2,7,74,9,10,1013,18.79,0,0
41649,2014,10,2,8,79,11,12,1013,21.92,0,0
41650,2014,10,2,9,64,12,15,1013,0.89,0,0
41651,2014,10,2,10,61,11,17,1013,1.79,0,0
41652,2014,10,2,11,75,11,18,1013,0.89,0,0
41653,2014,10,2,12,64,11,20,1012,1.79,0,0
41654,2014,10,2,13,39,11,21,1012,0.89,0,0
41655,2014,10,2,14,31,13,20,1011,1.79,0,0
41656,2014,10,2,15,27,12,21,1011,0.89,0,0
41657,2014,10,2,16,21,13,20,1012,1.79,0,0
41658,2014,10,2,17,27,13,20,1012,3.58,0,0
41659,2014,10,2,18,33,13,17,1013,5.37,0,0
41660,2014,10,2,19,60,13,16,1014,7.16,0,0
41661,2014,10,2,20,79,13,14,1014,0.89,0,0
41662,2014,10,2,21,93,13,15,1015,1.79,0,0
41663,2014,10,2,22,129,12,15,1016,3.58,0,0
41664,2014,10,2,23,132,12,14,1016,5.37,0,0
41665,2014,10,3,0,121,12,14,1016,0.89,0,0
41666,2014,10,3,1,115,11,12,1017,1.78,0,0
41667,2014,10,3,2,113,11,11,1017,1.79,0,0
41668,2014,10,3,3,135,12,13,1017,0.89,0,0
41669,2014,10,3,4,115,11,13,1017,1.78,0,0
41670,2014,10,3,5,149,12,14,1017,2.23,0,0
41671,2014,10,3,6,109,12,14,1017,0.89,0,0
41672,2014,10,3,7,73,12,13,1018,2.68,0,0
41673,2014,10,3,8,57,11,14,1019,4.47,0,0
41674,2014,10,3,9,53,12,14,1019,0.89,0,0
41675,2014,10,3,10,59,11,15,1019,1.79,0,1
41676,2014,10,3,11,57,11,15,1019,0.89,0,0
41677,2014,10,3,12,84,12,16,1018,1.78,0,0
41678,2014,10,3,13,91,13,16,1017,2.67,0,0
41679,2014,10,3,14,133,13,17,1017,1.79,0,0
41680,2014,10,3,15,172,13,18,1016,3.58,0,0
41681,2014,10,3,16,182,14,18,1016,5.37,0,0
41682,2014,10,3,17,201,14,17,1016,7.16,0,0
41683,2014,10,3,18,207,14,16,1017,1.79,0,0
41684,2014,10,3,19,199,14,16,1017,0.89,0,0
41685,2014,10,3,20,177,14,16,1017,1.78,0,0
41686,2014,10,3,21,161,14,16,1018,2.67,0,0
41687,2014,10,3,22,156,14,16,1018,3.12,0,1
41688,2014,10,3,23,152,14,15,1018,1.79,0,2
41689,2014,10,4,0,130,13,15,1017,4.92,0,3
41690,2014,10,4,1,94,14,15,1017,8.05,0,4
41691,2014,10,4,2,81,14,15,1017,9.84,0,5
41692,2014,10,4,3,81,14,15,1017,12.97,0,6
41693,2014,10,4,4,78,14,15,1017,17.89,0,7
41694,2014,10,4,5,69,13,14,1017,21.91,0,8
41695,2014,10,4,6,59,13,14,1018,23.7,0,9
41696,2014,10,4,7,55,13,14,1018,25.49,0,0
41697,2014,10,4,8,54,13,14,1019,26.38,0,1
41698,2014,10,4,9,58,13,14,1019,27.27,0,0
41699,2014,10,4,10,61,13,14,1020,1.79,0,0
41700,2014,10,4,11,75,14,15,1019,2.68,0,1
41701,2014,10,4,12,78,13,15,1019,0.89,0,0
41702,2014,10,4,13,97,14,15,1019,0.89,0,0
41703,2014,10,4,14,105,14,16,1018,1.79,0,0
41704,2014,10,4,15,103,14,16,1019,1.79,0,0
41705,2014,10,4,16,100,14,16,1019,0.89,0,1
41706,2014,10,4,17,107,14,15,1019,1.78,0,0
41707,2014,10,4,18,109,14,15,1020,2.67,0,0
41708,2014,10,4,19,116,13,14,1020,3.13,0,0
41709,2014,10,4,20,112,13,14,1021,6.26,0,0
41710,2014,10,4,21,101,13,14,1022,9.39,0,0
41711,2014,10,4,22,80,13,14,1023,11.18,0,0
41712,2014,10,4,23,77,12,13,1023,12.97,0,0
41713,2014,10,5,0,79,13,13,1023,0.89,0,0
41714,2014,10,5,1,86,12,13,1023,1.79,0,0
41715,2014,10,5,2,72,11,12,1023,0.89,0,0
41716,2014,10,5,3,70,11,11,1022,0.89,0,0
41717,2014,10,5,4,64,11,11,1023,1.78,0,0
41718,2014,10,5,5,67,10,10,1023,0.89,0,0
41719,2014,10,5,6,63,11,11,1024,0.89,0,0
41720,2014,10,5,7,54,9,12,1024,3.13,0,0
41721,2014,10,5,8,50,9,15,1025,4.92,0,0
41722,2014,10,5,9,21,8,17,1025,9.84,0,0
41723,2014,10,5,10,11,5,18,1025,16.99,0,0
41724,2014,10,5,11,10,5,20,1025,24.14,0,0
41725,2014,10,5,12,8,4,22,1024,29.95,0,0
41726,2014,10,5,13,7,5,20,1024,35.76,0,0
41727,2014,10,5,14,10,5,21,1024,39.78,0,0
41728,2014,10,5,15,12,4,22,1023,4.02,0,0
41729,2014,10,5,16,8,2,20,1024,9.83,0,0
41730,2014,10,5,17,6,2,19,1024,13.85,0,0
41731,2014,10,5,18,11,3,17,1024,15.64,0,0
41732,2014,10,5,19,17,7,13,1025,17.43,0,0
41733,2014,10,5,20,22,6,12,1026,1.79,0,0
41734,2014,10,5,21,27,6,10,1026,1.79,0,0
41735,2014,10,5,22,43,6,11,1027,1.79,0,0
41736,2014,10,5,23,34,4,13,1027,0.89,0,0
41737,2014,10,6,0,39,5,7,1027,1.78,0,0
41738,2014,10,6,1,32,6,8,1027,1.79,0,0
41739,2014,10,6,2,28,6,7,1027,0.45,0,0
41740,2014,10,6,3,28,5,10,1027,3.13,0,0
41741,2014,10,6,4,22,5,7,1026,0.89,0,0
41742,2014,10,6,5,27,4,6,1026,1.79,0,0
41743,2014,10,6,6,22,4,6,1027,3.58,0,0
41744,2014,10,6,7,22,5,7,1027,6.71,0,0
41745,2014,10,6,8,25,7,11,1027,9.84,0,0
41746,2014,10,6,9,21,5,15,1027,11.63,0,0
41747,2014,10,6,10,22,3,16,1027,3.13,0,0
41748,2014,10,6,11,18,3,19,1026,0.89,0,0
41749,2014,10,6,12,18,0,20,1025,1.78,0,0
41750,2014,10,6,13,22,0,21,1024,3.13,0,0
41751,2014,10,6,14,20,0,21,1023,6.26,0,0
41752,2014,10,6,15,25,0,21,1022,10.28,0,0
41753,2014,10,6,16,22,0,20,1021,14.3,0,0
41754,2014,10,6,17,25,2,19,1021,16.09,0,0
41755,2014,10,6,18,33,4,17,1021,17.88,0,0
41756,2014,10,6,19,50,6,14,1021,18.77,0,0
41757,2014,10,6,20,61,8,13,1021,19.66,0,0
41758,2014,10,6,21,74,8,12,1021,0.89,0,0
41759,2014,10,6,22,79,7,12,1021,1.78,0,0
41760,2014,10,6,23,77,7,11,1021,0.89,0,0
41761,2014,10,7,0,91,7,11,1021,2.68,0,0
41762,2014,10,7,1,94,7,11,1020,4.47,0,0
41763,2014,10,7,2,107,7,10,1020,0.89,0,0
41764,2014,10,7,3,114,7,9,1020,0.89,0,0
41765,2014,10,7,4,104,7,8,1020,0.89,0,0
41766,2014,10,7,5,93,7,8,1020,1.78,0,0
41767,2014,10,7,6,85,7,8,1020,2.67,0,0
41768,2014,10,7,7,75,7,8,1021,0.89,0,0
41769,2014,10,7,8,75,8,11,1021,1.79,0,0
41770,2014,10,7,9,66,7,13,1022,1.79,0,0
41771,2014,10,7,10,66,7,15,1021,3.58,0,0
41772,2014,10,7,11,82,8,16,1021,1.79,0,0
41773,2014,10,7,12,104,9,18,1020,2.68,0,0
41774,2014,10,7,13,118,8,19,1019,3.57,0,0
41775,2014,10,7,14,140,9,20,1019,4.46,0,0
41776,2014,10,7,15,158,9,21,1018,1.79,0,0
41777,2014,10,7,16,179,9,20,1018,4.92,0,0
41778,2014,10,7,17,182,10,19,1018,5.81,0,0
41779,2014,10,7,18,189,11,16,1018,0.89,0,0
41780,2014,10,7,19,220,12,14,1019,1.34,0,0
41781,2014,10,7,20,245,12,13,1019,0.89,0,0
41782,2014,10,7,21,255,11,12,1019,0.89,0,0
41783,2014,10,7,22,284,11,12,1020,0.89,0,0
41784,2014,10,7,23,326,11,12,1020,1.78,0,0
41785,2014,10,8,0,301,11,12,1020,2.23,0,0
41786,2014,10,8,1,289,11,12,1020,3.12,0,0
41787,2014,10,8,2,269,11,12,1020,3.57,0,0
41788,2014,10,8,3,249,10,12,1020,1.79,0,0
41789,2014,10,8,4,232,11,12,1019,2.68,0,0
41790,2014,10,8,5,222,10,11,1020,3.57,0,0
41791,2014,10,8,6,217,10,12,1019,0.89,0,0
41792,2014,10,8,7,215,11,13,1020,0.89,0,0
41793,2014,10,8,8,243,11,13,1020,2.68,0,1
41794,2014,10,8,9,224,11,14,1021,5.81,0,0
41795,2014,10,8,10,236,11,16,1021,0.89,0,0
41796,2014,10,8,11,256,11,17,1020,1.79,0,0
41797,2014,10,8,12,272,12,17,1019,1.79,0,0
41798,2014,10,8,13,266,12,19,1019,0.89,0,0
41799,2014,10,8,14,280,13,19,1018,1.79,0,0
41800,2014,10,8,15,320,13,20,1017,4.92,0,0
41801,2014,10,8,16,364,14,20,1017,0.89,0,0
41802,2014,10,8,17,383,15,18,1017,0.89,0,0
41803,2014,10,8,18,402,14,16,1017,1.78,0,0
41804,2014,10,8,19,396,14,15,1018,2.67,0,0
41805,2014,10,8,20,419,14,15,1018,0.89,0,0
41806,2014,10,8,21,432,13,14,1019,0.89,0,0
41807,2014,10,8,22,432,13,14,1019,0.89,0,0
41808,2014,10,8,23,406,13,13,1019,1.34,0,0
41809,2014,10,9,0,388,12,14,1019,1.79,0,0
41810,2014,10,9,1,368,12,13,1019,0.45,0,0
41811,2014,10,9,2,355,12,12,1019,1.79,0,0
41812,2014,10,9,3,349,12,12,1018,2.68,0,0
41813,2014,10,9,4,353,11,12,1019,0.89,0,0
41814,2014,10,9,5,345,11,12,1019,0.89,0,0
41815,2014,10,9,6,341,11,11,1019,0.89,0,0
41816,2014,10,9,7,337,11,12,1020,0.45,0,0
41817,2014,10,9,8,342,13,13,1020,0.89,0,0
41818,2014,10,9,9,342,14,15,1021,0.89,0,0
41819,2014,10,9,10,334,14,17,1021,0.89,0,0
41820,2014,10,9,11,337,14,19,1021,1.79,0,0
41821,2014,10,9,12,343,14,20,1020,0.89,0,0
41822,2014,10,9,13,350,14,21,1019,1.78,0,0
41823,2014,10,9,14,364,15,22,1019,2.67,0,0
41824,2014,10,9,15,373,15,22,1018,1.79,0,0
41825,2014,10,9,16,385,15,22,1018,0.89,0,0
41826,2014,10,9,17,398,15,21,1018,1.78,0,0
41827,2014,10,9,18,430,16,18,1019,2.23,0,0
41828,2014,10,9,19,442,15,16,1019,3.12,0,0
41829,2014,10,9,20,443,15,15,1020,0.89,0,0
41830,2014,10,9,21,438,14,15,1020,1.78,0,0
41831,2014,10,9,22,420,14,15,1021,0.45,0,0
41832,2014,10,9,23,454,14,14,1021,1.34,0,0
41833,2014,10,10,0,430,13,14,1021,2.23,0,0
41834,2014,10,10,1,396,13,14,1022,1.79,0,0
41835,2014,10,10,2,386,13,14,1022,0.89,0,0
41836,2014,10,10,3,375,12,13,1022,0.89,0,0
41837,2014,10,10,4,344,12,13,1022,0.89,0,0
41838,2014,10,10,5,348,12,12,1022,0.45,0,0
41839,2014,10,10,6,338,11,12,1022,0.89,0,0
41840,2014,10,10,7,319,13,13,1023,0.89,0,0
41841,2014,10,10,8,324,14,14,1024,0.89,0,0
41842,2014,10,10,9,323,15,16,1024,1.78,0,0
41843,2014,10,10,10,331,15,18,1024,1.79,0,0
41844,2014,10,10,11,332,15,19,1024,4.92,0,0
41845,2014,10,10,12,328,15,21,1023,0.89,0,0
41846,2014,10,10,13,310,15,22,1022,3.13,0,0
41847,2014,10,10,14,298,15,22,1021,4.92,0,0
41848,2014,10,10,15,267,15,22,1021,8.05,0,0
41849,2014,10,10,16,261,15,22,1020,9.84,0,0
41850,2014,10,10,17,243,15,20,1020,11.63,0,0
41851,2014,10,10,18,263,15,18,1020,0.89,0,0
41852,2014,10,10,19,302,15,17,1020,1.79,0,0
41853,2014,10,10,20,331,15,18,1021,3.58,0,0
41854,2014,10,10,21,330,15,17,1021,5.37,0,0
41855,2014,10,10,22,308,14,15,1021,0.89,0,0
41856,2014,10,10,23,322,14,15,1021,1.78,0,0
41857,2014,10,11,0,328,14,15,1021,0.89,0,0
41858,2014,10,11,1,303,15,15,1021,2.68,0,0
41859,2014,10,11,2,290,14,14,1021,0.89,0,0
41860,2014,10,11,3,317,14,15,1021,1.78,0,0
41861,2014,10,11,4,314,14,15,1020,1.79,0,0
41862,2014,10,11,5,269,14,14,1020,2.68,0,0
41863,2014,10,11,6,204,15,15,1021,0.89,0,0
41864,2014,10,11,7,217,15,15,1021,1.79,0,0
